"property_id","surface_total"
"af01e95a40950f83b7d23b9b",NA
"b6c5f07073c9de5129418f43",NA
"5aa6fe32f7f2e089766de25f",NA
"75d88dae90c6146f722dc3aa",NA
"4939e13d854c80ac1a25403d",NA
"1085cd74c00b1890fb23f0a7",NA
"8d9bd95390f91c6e9fe8d0c1",NA
"e5614ae9931df7e84902038d",NA
"d58d6bfc7fc8a6ff2d07ebce",NA
"75925c598555af9fbd770727",NA
"0ecd6ed0656e98fcf826a48b",NA
"26f22d34421736f5b86ce2ce",280
"34ed8a8c53de4523b98487d2",NA
"645beca55e3e826154f0166d",NA
"fb362459aaf86b4b733f0318",NA
"354f3a877e8abae7f7a72a13",NA
"3302c30fb304aa899a7f8e2f",NA
"47e639d441d5738511aff6be",196
"0f17c55488d9bfccf3587747",NA
"564568bc2486492b2c979c10",NA
"dfd7c87c0c2cdf4380aee1ae",153
"4eaec6c6efbfb46dd324e8ae",NA
"e72f611a6fdd256fb3baf651",NA
"a3e62d63af08ea72dd2020ef",NA
"0c1dd2b7f92944beb801d66d",NA
"7ca226f17dd73a5e5d7e7f73",NA
"ffeb84253a655ea31b40f13e",NA
"0d7a790bb0059f0840888c33",NA
"287ea30eae11d4fad664d414",NA
"927c408abb6d93ccf6e51d19",NA
"3f9c09c76d09ee25a48bb5dd",145
"2028127beb460126afdd73ff",203
"0388e403701fb3510986183e",235
"9726859ac74319773ffbaf64",47
"4d9fbee3462cee8795170135",116
"5ef457ae128676a08c3756b3",128
"09dffdff55f1f71e3a87323f",80
"77e7e5f242dc41031fde4e37",127
"0cc189fc57c340ef413a8d24",90
"4cabb10a18b1c2f9b7f2f947",167
"dadafbb90edb4f84736ff23f",136
"e9e5b7a6bd3434667b114ac6",180
"f247aae5ca00d3b9bd9bf8cc",155
"ea774b0bf8b8464d5b1d18ae",53
"8e7d1ee0dcfbb1447263edf8",120
"345572a750ad92a3a8c27ee3",67
"6e94db9f31d7b6e5dbf56fe4",NA
"6a86579ccdd41bd507f07b1a",320
"a3e585a32a53821a27e5d7b0",NA
"daf26c210b4f25eda4801800",210
"356af1261d6e43b44bd7f888",86
"7a2d0e5a6f127af169ec9b5a",119
"5edec7f5a5de9e7383bb5fee",228
"bec79ef4fdd0d735a5595acb",152
"4a3f3541adbfb28e339058b9",119
"b59d3036716a23c234aef995",386
"49081a69fdf09bd01a2e96fa",NA
"a935af18a0063168fcb641f0",310
"11bdd8bae01dc843658297e4",509
"dec596f1b7b4e105a1fc066e",78
"6ebbde39ba0b4ec522d4737c",81
"149c97aebd9bbb4e0a623489",NA
"b5cb0ca5a3af940501249cdd",NA
"2103f794a7f42e1788c06698",75
"8e119af3800a250305a6b88c",NA
"f73c7ab1f3897ae79ab87e64",NA
"31cd7e4eabb472944a4288fc",NA
"ee28952b770249fe204fa1fb",NA
"349306e22b4478eb46e8168e",NA
"a5ae9a86a1a92751078f42eb",NA
"e7d60221775e3ac706488a3b",NA
"dbe90baf2df47c4f283cd3ce",NA
"683c42a2edb8b9feaa2be8ed",NA
"125cd6baf2985341dfbb912a",NA
"97d920589d5a4ceacc45c2b1",NA
"5d20ef123ac2433550e20709",NA
"d6c355e1072633b3d777f3be",80
"5a676fab82129d3681c27822",80
"a741ae828569704ee04981d3",NA
"5de12d114566c02077a98773",NA
"7ee992accf027a3ad6628289",NA
"4ba4dadf0df922d627b3e27e",NA
"aea27e8b4dd1f2fb21a31a51",NA
"b0f77b4f480e3171a5574077",NA
"2270f243dd384bf79748e604",NA
"d3c0742077a860b6d50349f7",NA
"fbb29b40c2eaba3b3090de2d",NA
"ea1a4bd57e3269f62cc8cf21",NA
"430bf7fd0d10bea281f79efd",NA
"8c17c11650e2fd5c592b1787",NA
"5e0d73914e58c756019b68e0",NA
"9466c4b38f1f5392b3a48595",NA
"e3fb36170ab90a2165a3be60",NA
"7d1d4462bf00dba6018f73e2",NA
"4e8d3ec3b167a6615c9d8ac2",NA
"5c80a4cd008702ac57ee38c6",NA
"d1b3ad68c814bf39e364e197",NA
"641cb0365de4d8b89c4e152c",NA
"121889e4244dea21db962769",NA
"ce6fc26fcfa054883d950fd2",NA
"68e0b78ed4a2fbdb57fc770c",NA
"264fea807fe0aa49c370d448",NA
"0f95cc6388d79635a9bc6e87",NA
"6b82c0cb90434cb2256b26c7",NA
"974518d278fac510df51d71b",NA
"147afba33365be89284b16a4",NA
"ea0c6398e693f2cebf84eaba",89
"79379e308d5618bb348f7859",NA
"18356827dd2d6fca9681b0d3",NA
"9cae6f5a295cdcb6b66d8899",NA
"38ffa7f46542c5dade93de3a",124
"e63e28c09fa77c13bc282794",NA
"bb7663af6fe8a976353b7bf2",NA
"77095d2ed94882e2e008adb3",NA
"597ba027224c116228c9df7e",NA
"7e7b32a9e563e8ba0fffcca5",NA
"b6f2007f7bf39953df639c93",NA
"ffbb72a1e25cee9cb3745d1b",NA
"c6a78976fd12c090e28d97b8",NA
"b712b807f4c3d0d9c8d9709b",NA
"a4261837eac5c9a80d763e0c",NA
"5f3401d7e7baaaf4615dc84e",NA
"c50d583972e7967d20f84afd",NA
"60a44d994c62169510ca10a1",NA
"65731d346a1950b7636f751f",NA
"0c8b99ed3ce440af3419e1e6",NA
"49f9920b2b6cb69295d2003f",NA
"ed3b22e4fab7e9d149eaad5d",NA
"976f640a46849626755f36ac",NA
"930d4183aab4e02a5dd687a9",NA
"7f6e7befea76a0b035c23d46",NA
"c5fb6f70ec67f104ee9f32fe",72
"a1d78be5b4265551d45b8f0b",NA
"fdeef3a4a51dbcec27c86135",127
"734b639a9484d1fe587e05ee",NA
"69aa36528c14be0da5fbca08",NA
"1c912481aa6966f86ef07f2d",NA
"1672ab339f04cd0608aa34cf",NA
"8e170058e0fdc54b75bc6433",NA
"97f19d42cb5bff31dd52b6f3",107
"006366a360c20a81d6720ab0",NA
"607c6a6550ddeae7d9129570",NA
"f0199a2f3cbe4b6c953688cc",NA
"d3316a08dbeba6bf285f6917",215
"32754f44546a099ee1627a58",NA
"fea55df4262c23256510f739",98
"ef62952f9e1f716c28d48ae2",NA
"f0b6b89c1e5d7c40c884ef8f",NA
"c5326295426f6ce28825e2ef",NA
"dedf452a1f0f70a527fae763",NA
"5440dae04eb9b01b516499f1",NA
"2c455800f70556d337d8477b",NA
"78068dd3ec94648a53a93abf",117
"ea9777225f7ece494cb7e96b",NA
"3043795488a5f823874ead13",NA
"ae2f3592886435a8fbc35b3c",98
"5b0de778c174bdf7d7febdaa",NA
"e503d1b7ee7b1b8e19b19c98",NA
"7c7617b7e573f1d20551d37a",NA
"c843b4c311db092486e65c19",NA
"60bf5708cc4c0a2230ed9975",NA
"7d42ce5c34d0724fec92a986",NA
"9d8aa3611a9a0f65928da59a",NA
"860e4bb23989d5448454096e",NA
"e4cd6e6a12c332165043d51d",NA
"df44fb2ead490e27e6c608a9",NA
"06a1143630e4d3de624dd9ba",NA
"2d2f627f2a73cd6ace7e6dab",NA
"bfd32e299f5ed7d9c3ffca79",NA
"c6508942283c51d962f3d26f",NA
"864e9f624fad8653386672f7",NA
"769671449aa987e0a8a72c7b",NA
"4c056a1d964eb5adda1115b6",NA
"46dbb5d071c1c959e35cdd57",NA
"ec993b19a30e9e50d3eea0b2",NA
"40054e9d3293d085276bd4a3",NA
"7cf462f30655c545de025403",NA
"3b39fab83a141b1a3c1b8aac",NA
"1d1ce5d713d440bdaf3574b1",NA
"229a21a3ce8d309c0407bfd7",NA
"8e6d1019ebfd2c5bf188aebd",NA
"f57564669011cc956dbf4afe",NA
"a955292951e188ac2c7cfd82",NA
"12dcbcbb83d0a1cbdf2abdcb",NA
"3fcc1fe11d15755d42019859",NA
"be9de7aedea18ead9e166b29",NA
"a02ff904913bb364fa68dd4c",NA
"579275eef7a2dd24bef47d25",NA
"70ba3e4ed50e48818a181959",NA
"a72a2750611a26ad5e972ddf",NA
"8e475ba3c0dfbb2d4ba77510",NA
"997204943d3fa8c07c682d83",144
"8f7840d0477ea7497a11375f",NA
"69289c4e019ba755556a4dc2",91
"a1c1513d67ada5fa12b7d9ec",91
"4027524dfb98d51ff1c03059",NA
"72448428e9a4f2f4ed121e03",NA
"cef61f496f4065f087556978",NA
"1bbb60171141226d62221d3d",NA
"bad61a29086df58ecd7f2596",NA
"e4a1ec0859f2ad28b5fee892",NA
"78d94de46ab96658573e77d3",NA
"163de22bd77170f74e0ac0fb",NA
"3c66cd388aa31e4abe6e6489",66
"a0259d72f1f45a90d61a3237",NA
"463350614e0dfbc02a67f373",243
"6869dd6be9758a6cef1ebc1a",280
"a3fe3e5c2f650fcc563d96e2",100
"96a0d02816a19de0b0bbff34",NA
"af092f0d7b47e892954afa27",NA
"f929a6e0299dd84147b38e3c",NA
"56ebc3c4927741752b7af67c",NA
"1b2dd0a496359be8b107653f",NA
"30a894a99fb39185fb1bcdc4",102
"7a2b6852a8e9adb8fc912025",NA
"b8a14c814cfdc8368d651632",NA
"7e49b141f6806493dd056918",75
"841314c02a98e2b1c9ddb2c8",NA
"01cb940e440ad7ea6162b708",190
"59711a43c0ec9f9320ffc809",NA
"25d116261b3c54ef4d8ad687",350
"16271213e655668c806e7c9e",NA
"b13e71e827979d4b8ac1087b",NA
"235ae4d35e65e7b834b82e5f",63
"3414664ffe0b5ebf308d92e3",120
"d40f66a74e121169b40091d1",NA
"2985b9f1daa013cb12e95e19",NA
"7ac1ba8b8f318ec798454d8d",76
"6de5dc8384c1649546bbe9e7",84
"9bdad3040530ae6dea79a973",520
"9cf4ff412a517a1c76332695",210
"14459179d9bd8203cb44944f",200
"a506b01bf83bd84cd73424bf",294
"6f81bbc09f52a86c01cc755b",NA
"8b0db8346e65bc3257f49ca1",480
"7b6f6c4f4cb8da1a10aee622",360
"63e4fd35e3bd22be260e47e4",NA
"25d6548cb50bc859b3feaffd",NA
"5a98d2a4f583b2e198267c5f",NA
"02ffb423bcfeb315fb6d9638",NA
"60158fb4610175e377e8a0fb",NA
"a04bd12972ce31865ec73545",NA
"4ff31bce56ef379c26130ce2",NA
"ea3c22ccd812c04a63f00bbb",NA
"4ad0edbe0f9b073bee6606a2",59
"220ed9d4278f7c75b691a94a",NA
"109d5854da094179424dae60",NA
"15b8747bf3cc9cf9cb86feb0",71
"65e515776e8d3cb5033c6fc5",NA
"3139b7bf80755a96834107dc",NA
"f0a47b587d6e863dc81e6adb",NA
"a01e5488baf40a10d57a282c",NA
"13754e5237c6767e5908f3e4",NA
"cf18d849fda72ae5e3894426",NA
"dc1522ad06396e8ffc6338cb",NA
"e904bd73eb6b1b2921d07e84",79
"1f84dbc5d9f9af6a1f8b9623",111
"9f13d47191becc64225e8fc7",500
"8485f3539b9add1b023345d2",NA
"9e5b2b5afcbacf7734cb4694",NA
"aa28e02e7c10b95560c2f905",NA
"b85856c30104c8ae3f7530c9",NA
"56d6de676fdcf35770a596f1",NA
"46f686938c6e4e747c358892",56
"2f966109f910a52c6a628858",NA
"e0528338276283506efaee15",55
"e198ddaeca15f19748e457a6",468
"36e10c5f913c4e5e28cc56a0",NA
"a7cf74daafe8e633433597fc",NA
"7e123fd83114f7f6640cab28",56
"9d6c75bc88e1933dc5bb3897",NA
"0b3f13910060c3ce30e93ffd",NA
"8b691fb7b1d57a9fe0593c77",56
"3097d69c0811fd195f6552d3",NA
"c6372ad746fa944bce770a8c",53
"15be294209c1a692ad88c8f3",NA
"dcc651011155659ba65f35e1",54
"c72e03b3c9e5d5a8ce594d4e",NA
"5a9760f37ae82ad5f457c8a8",67
"1250950d61f3e80a5dbb089f",NA
"55e6108265125453922cade9",NA
"f96a40939dc14c74032b39fe",NA
"0a0ef50445721abaddae0eac",93
"15bf6e774211fc2dfa6f9156",76
"8049a3547503a355ab241265",87
"07df9c8f26d35333260a9f2e",NA
"6d13fdd4b4a51efeffc0e602",58
"5f8112c969b50c083e0d8a2f",72
"91b338840759e73c645f8bb2",NA
"1248c5f1a860b712ba72579b",84
"29ee28cfd9e5e7e96b30020c",NA
"a85d83e301794f702046b904",66
"f4f255d9dec507f38a5699d4",NA
"0fe9489a6f4bbaa26ffa80e2",68
"1f69ce22435ed42137d311bc",74
"7b791069ec9fc93452b5e957",NA
"f21b6372231ed14aaca85be1",87
"0364a6930372fa75b1f903ff",136
"5d40f6f547608d96900684a7",NA
"e03111f98abc91e1efc373cc",NA
"d9a1ab4be593486a0e9922a1",88
"667815b2abf4c2f0f9991620",NA
"0ceb12b6418c957223445dfd",246
"8ea4d21dad71d9bce2fd2151",NA
"74628936ac49452e5cb78286",NA
"304cd7e8a7f32a436fe26990",NA
"216595b84475cd1b6ccacda3",NA
"0c84327eb25cdcd53adb2fb9",140
"54cb81210fb2ea1dc348091f",NA
"f8b321f1f6afe17dee7620c8",220
"9f50ce1c344a22c6b29b3bf7",200
"17a090c58afe4e1733fee9f7",150
"fc2277eba068a5242d11729f",206
"b0b981c4715c2d90bffd3b71",220
"6ba13b282052a7b9eeba0001",168
"d97d464fc18e4fe7178fc87b",180
"a4018e81059e256135622ee8",95
"0ab8e9f0ae182b21cabbb59c",NA
"fc6e30e7b4448ca928e922f8",NA
"92b495c785b50ac4f1e9bd25",NA
"3e30ca917cda845f6e0c6b70",94
"d6a36aaa805c198323ee1611",NA
"c2ead5aa118dab8f04a23ff5",NA
"90a09bf59c4dbdcc8ed81694",NA
"0dcde74f570ac40b59c227d3",NA
"bf67e2b89471bd0fea21f5a5",88
"8985ac6dcd0c54255ecffe87",NA
"8e5d486f7600cc72afd6494c",NA
"f29096a5b35222decbbca689",NA
"ca88481b4e1de42e06cca01f",150
"e8f0df59cf137f051ea95579",137
"a9b764b6f36c7583a641ae49",NA
"feb0b7ac72f2b99861e70f37",NA
"02a51338bb1dc0640e4954fa",176
"602c3c051f8e0ebd3961b2e2",165
"7915bb0fb7e20ecf8d59a502",173
"dd5a86138f4e49c8dc556edf",NA
"805a343f8672f4af8c6420c7",NA
"befd66a0bd8a4f494571851f",NA
"2f53e7629aacc91261518129",90
"af94a1aa411f3d3d664ec4c2",NA
"ad77556515a16de36fe3ba8f",66
"068630f2e2102be98efc6848",NA
"0bb124923d482e8db8802061",NA
"52920ee863278bcb33a674be",103
"1b1a6a984377fb5d3ad834f4",NA
"e544bfb21103810fef0d0553",83
"3249c2e2294351064ef05c5a",NA
"fde303014bc9b2c06bd0c101",170
"87eafb02cfef332114aa0bdd",112
"5244fd3b5aa6bbd0c4315e3e",89
"95d6ab17be6287a3b76ebb03",NA
"ade75deca1ccc2d5634f6808",NA
"52a8c39b1bf3a4b3b6ed08c9",NA
"24da880f2a75a7cef0dbe903",NA
"6945b6d43d334e36b0bafe04",80
"fad7d6165daa2b6a37d9a5e3",NA
"d935e6a8b2e114e2ee20d063",130
"9a73d7961d308f283fae81b6",109
"b258b8d70ea426e7d8449fd3",NA
"b59b1e4b3ce3b2c83edd940d",104
"64bb8029aef3c8dda9db819a",123
"1a21386b43a7c680f86df6a3",NA
"7d4fa0d086318524600218cc",NA
"894cbc02c1e397c5c2bb89a5",87
"a5cb812f2000b7eaa32c3db1",82
"15aca3cf470ddce59ff196dd",181
"ca6b1bde4ca74dc90c14be33",195
"e5e1ef5cd4f1a03464e9b353",93
"0b87ccc125c9e9e104162037",134
"407c23476795ca3fe89e1bf4",NA
"99b940605ef1ab14aaf93383",145
"9f5b77bfded8e67c78bd6ca8",NA
"1ba86712afb5da3ff8382868",132
"efd8651373ac88c7e060f28d",114
"c2ca129320bb7038c30ce57c",119
"20c185d39b97f08a408e7293",174
"e408d42b89e5477d558e6710",NA
"2895357fd02a8513268f347c",161
"e81698a3cc05efc0c2d2a371",108
"4181a066a7d4b546f9ce7e25",NA
"cf755ef355ea6a9faebd84ba",NA
"e04ee6f204a17c18c475e217",96
"17302dfcc0eebc327a5c7214",NA
"b8566d61759dac18781ac5fd",NA
"5a364ad95e7a047009c03f17",108
"a333b0f0b74fea544f0a23f9",138
"97b1079351539563b2170e44",NA
"a10c30dc032abfa037824cf3",78
"866f8625fdc2fad090593f4c",NA
"d27dab8565cb3fabdd75cf19",NA
"732f30c3b48ab3848cbe8bc1",90
"cfa88536435384d5bece4e45",NA
"0d5b780327eca07d5773b52b",NA
"4293777eb399f545eb643762",175
"8397b5676c8b38302e01ac8e",280
"f667d02aa214fad72f250a1d",161
"036909e9fb33157298541cf6",NA
"f552be9053d6ff1ac46d6a5d",NA
"b4d1950fc4606d64625600f0",NA
